source,run_id,decision_id,replay_experiment_id,replay_data_fingerprint,candle_timestamp,symbol,timeframe,provider,replay_split,replay_position,replay_total_positions,replay_safe,learning_overrides_enabled,historical_edge_enabled,historical_context_mode,side,score,confidence_label,risk_label,actionability,is_actionable,entry_price,entry_zone,stop_zone,targets,fee_bps_per_side,slippage_bps_per_side,regime_label,regime_confidence,long_score,short_score,trend_score,momentum_score,volume_score,structure_score,regime_score,risk_penalty,external_context_score,adaptive_adjustment,historical_edge_score,news_sentiment_score,onchain_signal_score,cross_exchange_volume_ratio,available_future_candles,evaluation_status,target_1_hit,target_2_hit,target_3_hit,stop_hit,first_exit_reason,first_exit_candle_offset,intrabar_ambiguity,mfe_pct,mae_pct,evaluated_candles,market_return_after_1c_pct,gross_signed_return_after_1c_pct,net_signed_return_after_1c_pct,direction_correct_after_1c,market_return_after_3c_pct,gross_signed_return_after_3c_pct,net_signed_return_after_3c_pct,direction_correct_after_3c,market_return_after_6c_pct,gross_signed_return_after_6c_pct,net_signed_return_after_6c_pct,direction_correct_after_6c,market_return_after_4h_pct,return_after_4h_pct,net_return_after_4h_pct,market_return_after_12h_pct,return_after_12h_pct,net_return_after_12h_pct,market_return_after_24h_pct,return_after_24h_pct,net_return_after_24h_pct
MARKET_REPLAY,market_replay_20260710_153110,a38f5338f73d25806eb5,619fa79c972e897e,b8b8ecd15a6371a2,2023-07-30T12:00:00+00:00,BTC/USDT,4h,kucoin,TRAIN_60,0,6451,True,False,False,TIMESTAMPED_CONTEXT_FILE,LONG,53,Low,Low,NOT_ACTIONABLE,False,29347.6,"29,314 - 29,368","29,188","[""29,481"", ""29,588"", ""29,694""]",10.0,5.0,QUIET,75,53,0,28,25,5,3,-2,-4,0,-2,0,0.0,0.0,0.0,6456,COMPLETE,True,False,False,True,STOP,1.0,False,0.624923,-1.093445,6,-0.507708,-0.507708,-0.807708,False,0.249424,0.249424,-0.050576,True,-0.341084,-0.341084,-0.641084,False,-0.507708,-0.507708,-0.807708,0.249424,0.249424,-0.050576,-0.341084,-0.341084,-0.641084
MARKET_REPLAY,market_replay_20260710_153110,7c343c669e871607662b,619fa79c972e897e,b8b8ecd15a6371a2,2023-07-30T16:00:00+00:00,BTC/USDT,4h,kucoin,TRAIN_60,1,6451,True,False,False,TIMESTAMPED_CONTEXT_FILE,NEUTRAL,49,Low,Low,MONITOR_ONLY,False,29198.6,نامشخص,نامشخص,[],10.0,5.0,QUIET,75,9,49,17,22,7,7,-2,0,0,-2,0,0.0,0.0,0.0,6455,COMPLETE,False,False,False,False,NO_EXIT,,False,1.138411,-0.588727,6,0.272958,,,,0.619208,,,,-0.133911,,,,,,,,,,,,
MARKET_REPLAY,market_replay_20260710_153110,e0f8713b21000dfa74fa,619fa79c972e897e,b8b8ecd15a6371a2,2023-07-30T20:00:00+00:00,BTC/USDT,4h,kucoin,TRAIN_60,2,6451,True,False,False,TIMESTAMPED_CONTEXT_FILE,NEUTRAL,25,Low,Medium,MONITOR_ONLY,False,29278.3,نامشخص,نامشخص,[],10.0,5.0,QUIET,75,22,25,17,14,5,0,-2,-7,0,-2,0,0.0,0.0,0.0,6454,COMPLETE,False,False,False,False,NO_EXIT,,False,0.863097,-0.567314,6,0.486709,,,,0.428987,,,,-0.150623,,,,,,,,,,,,
MARKET_REPLAY,market_replay_20260710_153110,09a13ddc1c146eb86e94,619fa79c972e897e,b8b8ecd15a6371a2,2023-07-31T00:00:00+00:00,BTC/USDT,4h,kucoin,TRAIN_60,3,6451,True,False,False,TIMESTAMPED_CONTEXT_FILE,LONG,69,Medium,Low,WATCHLIST,False,29420.8,"29,381 - 29,445","29,227","[""29,582"", ""29,711"", ""29,840""]",10.0,5.0,TRENDING_BULL,75,69,0,28,28,3,6,5,0,0,-1,0,0.0,0.0,0.0,6453,COMPLETE,False,False,False,True,STOP,3.0,False,0.167229,-2.347999,6,-0.140717,-0.140717,-0.440717,False,-0.589039,-0.589039,-0.889039,False,-1.991108,-1.991108,-2.291108,False,-0.140717,-0.140717,-0.440717,-0.589039,-0.589039,-0.889039,-1.991108,-1.991108,-2.291108
MARKET_REPLAY,market_replay_20260710_153110,e8e81f2be2358e48cb09,619fa79c972e897e,b8b8ecd15a6371a2,2023-07-31T04:00:00+00:00,BTC/USDT,4h,kucoin,TRAIN_60,4,6451,True,False,False,TIMESTAMPED_CONTEXT_FILE,NEUTRAL,36,Low,Low,MONITOR_ONLY,False,29379.4,نامشخص,نامشخص,[],10.0,5.0,SIDEWAYS,62,36,3,28,20,0,3,-5,-5,0,-5,0,0.0,0.0,0.0,6452,COMPLETE,False,False,False,False,NO_EXIT,,False,0.308379,-2.210392,6,0.083392,,,,-0.748484,,,,-1.509901,,,,,,,,,,,,
MARKET_REPLAY,market_replay_20260710_153110,2b9b7d5198873cd13d09,619fa79c972e897e,b8b8ecd15a6371a2,2023-07-31T08:00:00+00:00,BTC/USDT,4h,kucoin,TRAIN_60,5,6451,True,False,False,TIMESTAMPED_CONTEXT_FILE,LONG,50,Low,Low,NOT_ACTIONABLE,False,29403.9,"29,366 - 29,426","29,223","[""29,554"", ""29,675"", ""29,795""]",10.0,5.0,QUIET,75,50,0,28,25,0,3,-2,-2,0,-2,0,0.0,0.0,0.0,6451,COMPLETE,False,False,False,True,STOP,1.0,False,0.2248,-2.291873,6,-0.531902,-0.531902,-0.831902,False,-0.577134,-0.577134,-0.877134,False,-1.845333,-1.845333,-2.145333,False,-0.531902,-0.531902,-0.831902,-0.577134,-0.577134,-0.877134,-1.845333,-1.845333,-2.145333
MARKET_REPLAY,market_replay_20260710_153110,482aa71462084372a03c,619fa79c972e897e,b8b8ecd15a6371a2,2023-07-31T12:00:00+00:00,BTC/USDT,4h,kucoin,TRAIN_60,6,6451,True,False,False,TIMESTAMPED_CONTEXT_FILE,NEUTRAL,45,Low,Low,MONITOR_ONLY,False,29247.5,نامشخص,نامشخص,[],10.0,5.0,SIDEWAYS,62,3,45,17,24,11,3,-5,0,0,-5,0,0.0,0.0,0.0,6450,COMPLETE,False,False,False,False,NO_EXIT,,False,0.343619,-2.26857,6,-0.30088,,,,-1.410377,,,,-1.008291,,,,,,,,,,,,
MARKET_REPLAY,market_replay_20260710_153110,fedf7034403dace9f483,619fa79c972e897e,b8b8ecd15a6371a2,2023-07-31T16:00:00+00:00,BTC/USDT,4h,kucoin,TRAIN_60,7,6451,True,False,False,TIMESTAMPED_CONTEXT_FILE,SHORT,52,Low,Low,NOT_ACTIONABLE,False,29159.5,"29,136 - 29,199","29,349","[""29,002"", ""28,876"", ""28,750""]",10.0,5.0,SIDEWAYS,50,0,52,28,28,3,3,-5,0,0,-5,0,0.0,0.0,0.0,6449,COMPLETE,True,True,True,False,TARGET_1,2.0,False,1.973628,-0.646445,6,0.256177,-0.256177,-0.556177,False,-0.76716,0.76716,0.46716,True,0.392325,-0.392325,-0.692325,False,0.256177,-0.256177,-0.556177,-0.76716,0.76716,0.46716,0.392325,-0.392325,-0.692325
MARKET_REPLAY,market_replay_20260710_153110,e454541280cad721e99e,619fa79c972e897e,b8b8ecd15a6371a2,2023-07-31T20:00:00+00:00,BTC/USDT,4h,kucoin,TRAIN_60,8,6451,True,False,False,TIMESTAMPED_CONTEXT_FILE,SHORT,51,Low,Low,NOT_ACTIONABLE,False,29234.2,"29,210 - 29,274","29,425","[""29,075"", ""28,948"", ""28,821""]",10.0,5.0,TRENDING_BEAR,75,0,51,28,20,0,6,5,-5,0,-3,0,0.0,0.0,0.0,6448,COMPLETE,True,True,True,True,TARGET_1,1.0,False,2.224107,-1.718535,6,-1.365524,1.365524,1.065524,True,-1.275561,1.275561,0.975561,True,1.623783,-1.623783,-1.923783,False,-1.365524,1.365524,1.065524,-1.275561,1.275561,0.975561,1.623783,-1.623783,-1.923783
MARKET_REPLAY,market_replay_20260710_153110,228c7b84f7b747360eda,619fa79c972e897e,b8b8ecd15a6371a2,2023-08-01T00:00:00+00:00,BTC/USDT,4h,kucoin,TRAIN_60,9,6451,True,False,False,TIMESTAMPED_CONTEXT_FILE,SHORT,91,High,Low,HIGH_ACTIONABILITY,True,28835.0,"28,806 - 28,883","29,065","[""28,643"", ""28,490"", ""28,336""]",10.0,5.0,TRENDING_BEAR,75,0,91,28,27,15,10,5,0,0,6,0,0.0,0.0,0.0,6447,COMPLETE,True,False,False,True,TARGET_1,3.0,False,0.87047,-4.187966,6,0.349575,-0.349575,-0.649575,False,0.407838,-0.407838,-0.707838,False,2.767123,-2.767123,-3.067123,False,0.349575,-0.349575,-0.649575,0.407838,-0.407838,-0.707838,2.767123,-2.767123,-3.067123
